input_path	output_path	status	reason
80-experience/api-probes/attention/artifacts/run_cutlass_fmha.sh	artifacts/experience/api-probes/attention/run_cutlass_fmha.sh	migrated	artifact copy
80-experience/api-probes/attention/artifacts/wgmma_desc_test.cu	artifacts/experience/api-probes/attention/wgmma_desc_test.cu	migrated	artifact copy
80-experience/api-probes/code-extraction/2026-04-28-cutlass-walkthrough.md	sources/experience/api-probes/code-extraction.md	migrated	
80-experience/api-probes/gemm-ptx/2026-04-28-gemm-ptx-hello.md	sources/experience/api-probes/gemm-ptx.md	migrated	
80-experience/api-probes/gemm-ptx/artifacts/build.sh	artifacts/experience/api-probes/gemm-ptx/build.sh	migrated	artifact copy
80-experience/api-probes/gemm-ptx/artifacts/device.json	artifacts/experience/api-probes/gemm-ptx/device.json	migrated	artifact copy
80-experience/api-probes/gemm-ptx/artifacts/gemm_ptx.cu	artifacts/experience/api-probes/gemm-ptx/gemm_ptx.cu	migrated	artifact copy
80-experience/api-probes/gemm-ptx/artifacts/helper.h	artifacts/experience/api-probes/gemm-ptx/helper.h	migrated	artifact copy
80-experience/api-probes/gemm-ptx/artifacts/profiles/2026-04-28-gemm-ptx-hello.csv	artifacts/experience/api-probes/gemm-ptx/2026-04-28-gemm-ptx-hello.csv	migrated	artifact copy
80-experience/api-probes/gemm-ptx/artifacts/run.sh	artifacts/experience/api-probes/gemm-ptx/run.sh	migrated	artifact copy
80-experience/api-probes/gemm/2026-04-28-gemm-aligned.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-gemm-fused-spec.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-gemm-fused.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-gemm-tail.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-persistent-kernel-ablation.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-tma-bandwidth-counters.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-warp-specialization-ablation.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-wgmma-atom-shape-sweep.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-wgmma-counters.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/2026-04-28-wgmma-problem-size-sweep.md	sources/experience/api-probes/gemm.md	migrated	
80-experience/api-probes/gemm/artifacts/build.sh	artifacts/experience/api-probes/gemm/build.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/build_fused.sh	artifacts/experience/api-probes/gemm/build_fused.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/build_persistent.sh	artifacts/experience/api-probes/gemm/build_persistent.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/build_tail.sh	artifacts/experience/api-probes/gemm/build_tail.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/build_warpspec.sh	artifacts/experience/api-probes/gemm/build_warpspec.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/cublas_reference.cu	artifacts/experience/api-probes/gemm/cublas_reference.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/cutlass_ex48_atom_n128.cu	artifacts/experience/api-probes/gemm/cutlass_ex48_atom_n128.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/cutlass_ex48_atom_n256.cu	artifacts/experience/api-probes/gemm/cutlass_ex48_atom_n256.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/cutlass_ex48_atom_n64.cu	artifacts/experience/api-probes/gemm/cutlass_ex48_atom_n64.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/device.json	artifacts/experience/api-probes/gemm/device.json	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_aligned.cu	artifacts/experience/api-probes/gemm/gemm_aligned.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_compare.cu	artifacts/experience/api-probes/gemm/gemm_compare.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_compare_pingpong.cu	artifacts/experience/api-probes/gemm/gemm_compare_pingpong.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_compare_relu.cu	artifacts/experience/api-probes/gemm/gemm_compare_relu.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_compare_small.cu	artifacts/experience/api-probes/gemm/gemm_compare_small.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_compare_tma.cu	artifacts/experience/api-probes/gemm/gemm_compare_tma.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_compare_ws.cu	artifacts/experience/api-probes/gemm/gemm_compare_ws.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_tail.cu	artifacts/experience/api-probes/gemm/gemm_tail.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/gemm_tail_small.cu	artifacts/experience/api-probes/gemm/gemm_tail_small.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/helper.h	artifacts/experience/api-probes/gemm/helper.h	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-gemm-aligned-cublas.csv	artifacts/experience/api-probes/gemm/2026-04-28-gemm-aligned-cublas.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-gemm-aligned.csv	artifacts/experience/api-probes/gemm/2026-04-28-gemm-aligned.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-gemm-fused-epilogue.csv	artifacts/experience/api-probes/gemm/2026-04-28-gemm-fused-epilogue.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-gemm-tail.csv	artifacts/experience/api-probes/gemm/2026-04-28-gemm-tail.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-persistent-kernel-ablation.csv	artifacts/experience/api-probes/gemm/2026-04-28-persistent-kernel-ablation.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-tma-counters.csv	artifacts/experience/api-probes/gemm/2026-04-28-tma-counters.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-warp-specialization-ablation.csv	artifacts/experience/api-probes/gemm/2026-04-28-warp-specialization-ablation.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-wgmma-atom-sweep.csv	artifacts/experience/api-probes/gemm/2026-04-28-wgmma-atom-sweep.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-wgmma-counters.csv	artifacts/experience/api-probes/gemm/2026-04-28-wgmma-counters.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/profiles/2026-04-28-wgmma-problem-size-sweep.csv	artifacts/experience/api-probes/gemm/2026-04-28-wgmma-problem-size-sweep.csv	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/relu_kernel.cu	artifacts/experience/api-probes/gemm/relu_kernel.cu	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/run.sh	artifacts/experience/api-probes/gemm/run.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/run_atom_sweep.sh	artifacts/experience/api-probes/gemm/run_atom_sweep.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/run_fused.sh	artifacts/experience/api-probes/gemm/run_fused.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/run_problem_size_sweep.sh	artifacts/experience/api-probes/gemm/run_problem_size_sweep.sh	migrated	artifact copy
80-experience/api-probes/gemm/artifacts/run_tail.sh	artifacts/experience/api-probes/gemm/run_tail.sh	migrated	artifact copy
80-experience/hw-probes/README.md	sources/experience/hw-probes/README.md	migrated	
80-experience/hw-probes/aos-vs-soa/2026-04-22-aos-vs-soa.md	sources/experience/hw-probes/aos-vs-soa.md	migrated	
80-experience/hw-probes/aos-vs-soa/artifacts/aos_vs_soa_probe.cu	artifacts/experience/hw-probes/aos-vs-soa/aos_vs_soa_probe.cu	migrated	artifact copy
80-experience/hw-probes/aos-vs-soa/artifacts/build.sh	artifacts/experience/hw-probes/aos-vs-soa/build.sh	migrated	artifact copy
80-experience/hw-probes/aos-vs-soa/artifacts/device.json	artifacts/experience/hw-probes/aos-vs-soa/device.json	migrated	artifact copy
80-experience/hw-probes/aos-vs-soa/artifacts/run.sh	artifacts/experience/hw-probes/aos-vs-soa/run.sh	migrated	artifact copy
80-experience/hw-probes/async-copy/2026-04-16-async-copy.md	sources/experience/hw-probes/async-copy.md	migrated	
80-experience/hw-probes/async-copy/artifacts/async_copy_probe.cu	artifacts/experience/hw-probes/async-copy/async_copy_probe.cu	migrated	artifact copy
80-experience/hw-probes/atomic-reduction-contention/2026-04-20-atomic-reduction.md	sources/experience/hw-probes/atomic-reduction-contention.md	migrated	
80-experience/hw-probes/atomic-reduction-contention/artifacts/atomic_reduction_probe.cu	artifacts/experience/hw-probes/atomic-reduction-contention/atomic_reduction_probe.cu	migrated	artifact copy
80-experience/hw-probes/atomic-reduction-contention/artifacts/build.sh	artifacts/experience/hw-probes/atomic-reduction-contention/build.sh	migrated	artifact copy
80-experience/hw-probes/atomic-reduction-contention/artifacts/device.json	artifacts/experience/hw-probes/atomic-reduction-contention/device.json	migrated	artifact copy
80-experience/hw-probes/attention-tuning/2026-05-08-attention-tile-sweep.md	sources/experience/hw-probes/attention-tuning.md	migrated	
80-experience/hw-probes/attention-tuning/README.md	sources/experience/hw-probes/attention-tuning.md	migrated	
80-experience/hw-probes/attention-tuning/artifacts/profiles/2026-05-08-attention-tile-sweep.csv	artifacts/experience/hw-probes/attention-tuning/2026-05-08-attention-tile-sweep.csv	migrated	artifact copy
80-experience/hw-probes/barrier-cost/2026-04-22-barrier-cost.md	sources/experience/hw-probes/barrier-cost.md	migrated	
80-experience/hw-probes/barrier-cost/artifacts/barrier_cost_probe.cu	artifacts/experience/hw-probes/barrier-cost/barrier_cost_probe.cu	migrated	artifact copy
80-experience/hw-probes/barrier-cost/artifacts/build.sh	artifacts/experience/hw-probes/barrier-cost/build.sh	migrated	artifact copy
80-experience/hw-probes/barrier-cost/artifacts/device.json	artifacts/experience/hw-probes/barrier-cost/device.json	migrated	artifact copy
80-experience/hw-probes/barrier-cost/artifacts/run.sh	artifacts/experience/hw-probes/barrier-cost/run.sh	migrated	artifact copy
80-experience/hw-probes/branchless-patterns/2026-04-23-branchless-patterns.md	sources/experience/hw-probes/branchless-patterns.md	migrated	
80-experience/hw-probes/branchless-patterns/artifacts/branchless_patterns_probe.cu	artifacts/experience/hw-probes/branchless-patterns/branchless_patterns_probe.cu	migrated	artifact copy
80-experience/hw-probes/branchless-patterns/artifacts/branchless_patterns_probe.ptx	artifacts/experience/hw-probes/branchless-patterns/branchless_patterns_probe.ptx	migrated	artifact copy
80-experience/hw-probes/branchless-patterns/artifacts/build.sh	artifacts/experience/hw-probes/branchless-patterns/build.sh	migrated	artifact copy
80-experience/hw-probes/branchless-patterns/artifacts/device.json	artifacts/experience/hw-probes/branchless-patterns/device.json	migrated	artifact copy
80-experience/hw-probes/branchless-patterns/artifacts/run.sh	artifacts/experience/hw-probes/branchless-patterns/run.sh	migrated	artifact copy
80-experience/hw-probes/cache-hint/2026-04-23-cache-hint.md	sources/experience/hw-probes/cache-hint.md	migrated	
80-experience/hw-probes/cache-hint/artifacts/build.sh	artifacts/experience/hw-probes/cache-hint/build.sh	migrated	artifact copy
80-experience/hw-probes/cache-hint/artifacts/cache_hint_probe.cu	artifacts/experience/hw-probes/cache-hint/cache_hint_probe.cu	migrated	artifact copy
80-experience/hw-probes/cache-hint/artifacts/cache_hint_probe.ptx	artifacts/experience/hw-probes/cache-hint/cache_hint_probe.ptx	migrated	artifact copy
80-experience/hw-probes/cache-hint/artifacts/device.json	artifacts/experience/hw-probes/cache-hint/device.json	migrated	artifact copy
80-experience/hw-probes/cache-hint/artifacts/run.sh	artifacts/experience/hw-probes/cache-hint/run.sh	migrated	artifact copy
80-experience/hw-probes/coalescing-stride/2026-04-15-coalescing.md	sources/experience/hw-probes/coalescing-stride.md	migrated	
80-experience/hw-probes/coalescing-stride/artifacts/coalescing_probe.cu	artifacts/experience/hw-probes/coalescing-stride/coalescing_probe.cu	migrated	artifact copy
80-experience/hw-probes/compiler-hints/2026-04-15-compiler-hints.md	sources/experience/hw-probes/compiler-hints.md	migrated	
80-experience/hw-probes/compiler-hints/artifacts/launch_bounds_probe.cu	artifacts/experience/hw-probes/compiler-hints/launch_bounds_probe.cu	migrated	artifact copy
80-experience/hw-probes/fast-math/2026-04-16-fast-math.md	sources/experience/hw-probes/fast-math.md	migrated	
80-experience/hw-probes/fast-math/artifacts/expf_probe.cu	artifacts/experience/hw-probes/fast-math/expf_probe.cu	migrated	artifact copy
80-experience/hw-probes/half2-throughput/2026-04-23-half2-throughput.md	sources/experience/hw-probes/half2-throughput.md	migrated	
80-experience/hw-probes/half2-throughput/artifacts/build.sh	artifacts/experience/hw-probes/half2-throughput/build.sh	migrated	artifact copy
80-experience/hw-probes/half2-throughput/artifacts/device.json	artifacts/experience/hw-probes/half2-throughput/device.json	migrated	artifact copy
80-experience/hw-probes/half2-throughput/artifacts/half2_throughput_probe.cu	artifacts/experience/hw-probes/half2-throughput/half2_throughput_probe.cu	migrated	artifact copy
80-experience/hw-probes/half2-throughput/artifacts/half2_throughput_probe.ptx	artifacts/experience/hw-probes/half2-throughput/half2_throughput_probe.ptx	migrated	artifact copy
80-experience/hw-probes/half2-throughput/artifacts/run.sh	artifacts/experience/hw-probes/half2-throughput/run.sh	migrated	artifact copy
80-experience/hw-probes/ilp/2026-04-16-ilp.md	sources/experience/hw-probes/ilp.md	migrated	
80-experience/hw-probes/ilp/artifacts/ilp_fma_probe.cu	artifacts/experience/hw-probes/ilp/ilp_fma_probe.cu	migrated	artifact copy
80-experience/hw-probes/l2-residency/2026-04-23-l2-residency.md	sources/experience/hw-probes/l2-residency.md	migrated	
80-experience/hw-probes/l2-residency/artifacts/build.sh	artifacts/experience/hw-probes/l2-residency/build.sh	migrated	artifact copy
80-experience/hw-probes/l2-residency/artifacts/device.json	artifacts/experience/hw-probes/l2-residency/device.json	migrated	artifact copy
80-experience/hw-probes/l2-residency/artifacts/l2_residency_probe.cu	artifacts/experience/hw-probes/l2-residency/l2_residency_probe.cu	migrated	artifact copy
80-experience/hw-probes/l2-residency/artifacts/run.sh	artifacts/experience/hw-probes/l2-residency/run.sh	migrated	artifact copy
80-experience/hw-probes/launch-overhead/2026-04-23-launch-overhead.md	sources/experience/hw-probes/launch-overhead.md	migrated	
80-experience/hw-probes/launch-overhead/artifacts/build.sh	artifacts/experience/hw-probes/launch-overhead/build.sh	migrated	artifact copy
80-experience/hw-probes/launch-overhead/artifacts/device.json	artifacts/experience/hw-probes/launch-overhead/device.json	migrated	artifact copy
80-experience/hw-probes/launch-overhead/artifacts/launch_overhead_probe.cu	artifacts/experience/hw-probes/launch-overhead/launch_overhead_probe.cu	migrated	artifact copy
80-experience/hw-probes/launch-overhead/artifacts/run.sh	artifacts/experience/hw-probes/launch-overhead/run.sh	migrated	artifact copy
80-experience/hw-probes/occupancy-sweep/2026-04-16-occupancy-tuning.md	sources/experience/hw-probes/occupancy-sweep.md	migrated	
80-experience/hw-probes/occupancy-sweep/artifacts/occupancy_sweep_probe.cu	artifacts/experience/hw-probes/occupancy-sweep/occupancy_sweep_probe.cu	migrated	artifact copy
80-experience/hw-probes/occupancy-sweep/h200_device_static.json	artifacts/experience/hw-probes/occupancy-sweep/h200_device_static.json	migrated	artifact copy
80-experience/hw-probes/register-pressure/2026-04-15-register-pressure.md	sources/experience/hw-probes/register-pressure.md	migrated	
80-experience/hw-probes/register-pressure/artifacts/reg_pressure_probe.cu	artifacts/experience/hw-probes/register-pressure/reg_pressure_probe.cu	migrated	artifact copy
80-experience/hw-probes/shfl-sync-bfly/2026-04-16-warp-primitives.md	sources/experience/hw-probes/shfl-sync-bfly.md	migrated	
80-experience/hw-probes/shfl-sync-bfly/artifacts/warp_reduce_probe.cu	artifacts/experience/hw-probes/shfl-sync-bfly/warp_reduce_probe.cu	migrated	artifact copy
80-experience/hw-probes/smem-bank-conflict/2026-04-16-bank-conflict.md	sources/experience/hw-probes/smem-bank-conflict.md	migrated	
80-experience/hw-probes/smem-bank-conflict/artifacts/smem_bank_conflict_probe.cu	artifacts/experience/hw-probes/smem-bank-conflict/smem_bank_conflict_probe.cu	migrated	artifact copy
80-experience/hw-probes/smem-tile-reuse/2026-04-21-smem-tile-reuse.md	sources/experience/hw-probes/smem-tile-reuse.md	migrated	
80-experience/hw-probes/smem-tile-reuse/artifacts/build.sh	artifacts/experience/hw-probes/smem-tile-reuse/build.sh	migrated	artifact copy
80-experience/hw-probes/smem-tile-reuse/artifacts/device.json	artifacts/experience/hw-probes/smem-tile-reuse/device.json	migrated	artifact copy
80-experience/hw-probes/smem-tile-reuse/artifacts/run.sh	artifacts/experience/hw-probes/smem-tile-reuse/run.sh	migrated	artifact copy
80-experience/hw-probes/smem-tile-reuse/artifacts/smem_tile_reuse_probe.cu	artifacts/experience/hw-probes/smem-tile-reuse/smem_tile_reuse_probe.cu	migrated	artifact copy
80-experience/hw-probes/tma-ptx/2026-04-28-tma-ptx-hello.md	sources/experience/hw-probes/tma-ptx.md	migrated	
80-experience/hw-probes/tma-ptx/2026-04-29-tma-throughput.md	sources/experience/hw-probes/tma-ptx.md	migrated	
80-experience/hw-probes/tma-ptx/2026-04-30-tma-multicast-v2.md	sources/experience/hw-probes/tma-ptx.md	migrated	
80-experience/hw-probes/tma-ptx/2026-04-30-tma-multicast.md	sources/experience/hw-probes/tma-ptx.md	migrated	
80-experience/hw-probes/tma-ptx/artifacts/build.sh	artifacts/experience/hw-probes/tma-ptx/build.sh	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/build_multicast.sh	artifacts/experience/hw-probes/tma-ptx/build_multicast.sh	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/build_multicast_v2.sh	artifacts/experience/hw-probes/tma-ptx/build_multicast_v2.sh	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/build_throughput.sh	artifacts/experience/hw-probes/tma-ptx/build_throughput.sh	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/device.json	artifacts/experience/hw-probes/tma-ptx/device.json	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/helper.h	artifacts/experience/hw-probes/tma-ptx/helper.h	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/profiles/2026-04-28-tma-ptx-hello.csv	artifacts/experience/hw-probes/tma-ptx/2026-04-28-tma-ptx-hello.csv	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/profiles/2026-04-29-tma-throughput.csv	artifacts/experience/hw-probes/tma-ptx/2026-04-29-tma-throughput.csv	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/profiles/2026-04-30-tma-multicast-v2-ncu-dram.csv	artifacts/experience/hw-probes/tma-ptx/2026-04-30-tma-multicast-v2-ncu-dram.csv	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/profiles/2026-04-30-tma-multicast-v2-ncu-tma.csv	artifacts/experience/hw-probes/tma-ptx/2026-04-30-tma-multicast-v2-ncu-tma.csv	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/profiles/2026-04-30-tma-multicast-v2.csv	artifacts/experience/hw-probes/tma-ptx/2026-04-30-tma-multicast-v2.csv	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/profiles/2026-04-30-tma-multicast.csv	artifacts/experience/hw-probes/tma-ptx/2026-04-30-tma-multicast.csv	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/run.sh	artifacts/experience/hw-probes/tma-ptx/run.sh	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/run_multicast.sh	artifacts/experience/hw-probes/tma-ptx/run_multicast.sh	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/run_multicast_v2.sh	artifacts/experience/hw-probes/tma-ptx/run_multicast_v2.sh	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/run_throughput.sh	artifacts/experience/hw-probes/tma-ptx/run_throughput.sh	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/tma_hello.cu	artifacts/experience/hw-probes/tma-ptx/tma_hello.cu	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/tma_multicast_probe.cu	artifacts/experience/hw-probes/tma-ptx/tma_multicast_probe.cu	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/tma_multicast_v2.cu	artifacts/experience/hw-probes/tma-ptx/tma_multicast_v2.cu	migrated	artifact copy
80-experience/hw-probes/tma-ptx/artifacts/tma_throughput_probe.cu	artifacts/experience/hw-probes/tma-ptx/tma_throughput_probe.cu	migrated	artifact copy
80-experience/hw-probes/vectorized-access/2026-04-15-vectorized-access.md	sources/experience/hw-probes/vectorized-access.md	migrated	
80-experience/hw-probes/vectorized-access/artifacts/vectorized_load_probe.cu	artifacts/experience/hw-probes/vectorized-access/vectorized_load_probe.cu	migrated	artifact copy
80-experience/hw-probes/warp-divergence-cost/2026-04-22-warp-divergence-cost.md	sources/experience/hw-probes/warp-divergence-cost.md	migrated	
80-experience/hw-probes/warp-divergence-cost/artifacts/build.sh	artifacts/experience/hw-probes/warp-divergence-cost/build.sh	migrated	artifact copy
80-experience/hw-probes/warp-divergence-cost/artifacts/device.json	artifacts/experience/hw-probes/warp-divergence-cost/device.json	migrated	artifact copy
80-experience/hw-probes/warp-divergence-cost/artifacts/divergence_cost_probe.cu	artifacts/experience/hw-probes/warp-divergence-cost/divergence_cost_probe.cu	migrated	artifact copy
80-experience/hw-probes/warp-divergence-cost/artifacts/run.sh	artifacts/experience/hw-probes/warp-divergence-cost/run.sh	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/2026-04-28-wgmma-ptx-hello.md	sources/experience/hw-probes/wgmma-ptx.md	migrated	
80-experience/hw-probes/wgmma-ptx/2026-04-29-wgmma-zoo.md	sources/experience/hw-probes/wgmma-ptx.md	migrated	
80-experience/hw-probes/wgmma-ptx/artifacts/build.sh	artifacts/experience/hw-probes/wgmma-ptx/build.sh	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/build_zoo.sh	artifacts/experience/hw-probes/wgmma-ptx/build_zoo.sh	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/device.json	artifacts/experience/hw-probes/wgmma-ptx/device.json	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/gen_wgmma_zoo.py	artifacts/experience/hw-probes/wgmma-ptx/gen_wgmma_zoo.py	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/helper.h	artifacts/experience/hw-probes/wgmma-ptx/helper.h	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/profiles/2026-04-28-wgmma-ptx-hello.csv	artifacts/experience/hw-probes/wgmma-ptx/2026-04-28-wgmma-ptx-hello.csv	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/profiles/2026-04-29-wgmma-zoo.csv	artifacts/experience/hw-probes/wgmma-ptx/2026-04-29-wgmma-zoo.csv	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/run.sh	artifacts/experience/hw-probes/wgmma-ptx/run.sh	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/run_zoo.sh	artifacts/experience/hw-probes/wgmma-ptx/run_zoo.sh	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/wgmma_hello.cu	artifacts/experience/hw-probes/wgmma-ptx/wgmma_hello.cu	migrated	artifact copy
80-experience/hw-probes/wgmma-ptx/artifacts/wgmma_zoo.cu	artifacts/experience/hw-probes/wgmma-ptx/wgmma_zoo.cu	migrated	artifact copy
80-experience/kernel-records/2026-04-29-gemm-ws-ptx/README.md	sources/experience/kernel-records/2026-04-29-gemm-ws-ptx.md	migrated	
80-experience/kernel-records/2026-04-29-gemm-ws-ptx/build.sh	artifacts/experience/kernel-records/2026-04-29-gemm-ws-ptx/build.sh	migrated	artifact copy
80-experience/kernel-records/2026-04-29-gemm-ws-ptx/gemm_ws_ptx.cu	artifacts/experience/kernel-records/2026-04-29-gemm-ws-ptx/gemm_ws_ptx.cu	migrated	artifact copy
